Review,Sentiment,Polarity
Loved it perfectly done every time 😍,Positive,0.8442
Strawberry slush was great.,Positive,0.6249
Best strawberry tresa since strawberry freeze at groceries.,Positive,0.6597
The best strawberry slush.,Positive,0.6369
Love strawberry tea.,Positive,0.6369
Refreshing!,Neutral,0.0
Refreshingly delicious.,Positive,0.5719
Great local sushi from an independent provider.,Positive,0.6249
Always good food great staff I have been here many many times Uber eats makes it so much more comvient  great combination,Positive,0.9022
Delicious sushi,Positive,0.5719
My go to sushi place. Love it.  Fresh and tasty,Positive,0.7579
Constantly good,Positive,0.4404
so yummy !!,Positive,0.5267
it's the best,Positive,0.6369
twas amazing and delicious,Positive,0.8176
Always fresh and beautiful rolls,Positive,0.7351
Really good sushi  Love it,Positive,0.8251
best sushi in town. fresh flavorful and beautiful,Positive,0.886
"Great driver, very responsive and help us to deliver to correct address even though I made a mistake with address .",Positive,0.7845
"Friendly service every time. Tasty food as well, give them a try if you haven't",Positive,0.6486
Excellent Oyako don and spicy sushi roll.,Positive,0.5719
Best eatery in town,Positive,0.6369
Always yummy.  Best local place to eat.,Positive,0.8225
"one of the best local spots in town.  always friendly, and super tasty.",Positive,0.9062
Best food ever,Positive,0.6369
Simply the best place in toen.,Positive,0.6369
Yum,Neutral,0.0
never fails to be so tasty.  hands down one of the best in woodland.  help support thus locally owned business.   they deserve more recognition.,Positive,0.852
Quick and efficient delivery. Thank you.,Positive,0.6486
good steaks,Positive,0.4404
Tri Tip was superb,Positive,0.6249
"Delicious, food cooked perfectly! The banana pudding was so good! (Just wish there was more than 2 vanilla wafers in there).",Positive,0.926
Everything was amazing,Positive,0.5859
Beautiful and delicious,Positive,0.8225
On time and also neat,Positive,0.4588
"Wow, amazing dumplings!!!! And the cream cheese wontons were amazing! Instead of being dense like at most places, these were delicate and nicely wrapped. And did I mention the dumplings…? Yes? Well I’ll mention them again because they were sooo amazing and flavorful. \\n\\nI. Will. Be. Back…!!!!!!!",Positive,0.9738
"Friendly, efficient",Positive,0.7184
Consistently good,Positive,0.4404
"always delicious dumplings. fantastic taste, filling food",Positive,0.8271
The best dumplings I’ve had. Pure sunshine for my tongue!,Positive,0.8316
The food is always fresh taste really really good,Positive,0.6976
very good also try there spicy dumpling pork broth soup,Positive,0.5106
"great flavor, still crunchy and hot after delivery",Positive,0.6249
"Sauces were delicious, dumplings had good amount of filling and were still warm!",Positive,0.836
Bomb dot Com,Negative,-0.4939
best dumplings I have ever had,Positive,0.6808
Veggie dumplings were delicious.,Positive,0.6249
Quick and delicious,Positive,0.5719
Delicioss!!,Neutral,0.0
good is always great and done perfectly!,Positive,0.9042
Fresh every time.,Positive,0.3182
addiction from order one!!!!,Neutral,0.0
food was good and fresh,Positive,0.6369
They are on time with preparing the food and getting orders out my food is and always hot when I order from here,Neutral,0.0
everything was tasty,Neutral,0.0
Moist flavorful fish.,Neutral,0.0
Great taste.,Positive,0.6249
so good food,Positive,0.4404
Nice helping,Positive,0.6124
It’s always delicious. Highly recommend.,Positive,0.7574
Thank you,Positive,0.3612
"Yummy, rich,thick, great sauce!",Positive,0.8176
"This was Amazing authentic Italian cuisine, loved it!",Positive,0.8271
The lasagna was so delicious 😋,Positive,0.5719
Family favorite for many years!,Positive,0.4588
Great  Delivery.  Great attitude!,Positive,0.8481
veal parm was awesome!,Positive,0.6249
food is always spot on and they are always willing to go above and beyond,Neutral,0.0
Awesome pasta & lasagna!!!,Positive,0.6249
great food great service very accommodating!!!,Positive,0.8481
Fettuccini terrazini was yum,Neutral,0.0
Lasagna was great,Positive,0.6249
amazing and has never disappointed in food or service.,Positive,0.7472
Food is amazing authentic food,Positive,0.5859
always great food,Positive,0.6249
"Very big portions, delicious and they understand your special orders.",Positive,0.7506
Everything I get here is awesome!!!,Positive,0.6249
"looking for authentic Italian?  well Anthony's Italian Cuisine is the spot for the best Italian in West Sacramento.  The Tiramisu is to die for it has to be homemade oh my gosh, dont forget to order that for dessert.",Positive,0.4707
Food is very good and priced reasonably.,Positive,0.4404
Wow. Tiramisu was the best I’ve had. Meat balls 🤌🏼 And the chicken parm was so juicy. Thanks!,Positive,0.8979
Food was hot and delicious. Delivery was excellent…. Kudos to Richard,Positive,0.8934
"Thank you... Great taste and portions, cheers",Positive,0.872
Yummy,Positive,0.5267
Great local neighborhood Italian joint.,Positive,0.6249
"Anthony’s is the best Italian food in Sacramento, authentic and reasonably priced. Highly recommend the Cannelloni",Positive,0.7902
Everything was fresh and good,Positive,0.6369
"Wow, This place is so good and well priced! Highly recommend!",Positive,0.8908
Delicious and delivered timely,Positive,0.5719
Very very tasty,Neutral,0.0
It was GOOD!,Positive,0.4404
Tastes great!,Positive,0.6249
Eggplant parm was great!,Positive,0.6249
The food is delicious and the portions are very generous!,Positive,0.7906
"Delicious, great portions",Positive,0.8316
Are you kidding me? Considering the price of this Italian food I wasn’t expecting much. Far exceeded my expectations. Absolutely amazing sauce and homemade meatballs were better than I can make it home. Nice job guys.,Positive,0.8805
Great price and taste!,Positive,0.6249
"Tasty, hot, fresh!",Positive,0.3182
ALWAYS DELICIOUS FOOD !!!,Positive,0.5719
Fast Service,Neutral,0.0
Excellent Pizza,Positive,0.5719
Great flavor and fast!,Positive,0.6249
Loved it!! Always do!!,Positive,0.5994
I love the way it tastes very good food very good service,Positive,0.875
Great old school pizza done right,Positive,0.6249
Delicious and came hot!,Positive,0.5719
Delicious pie. Good flavors and great crust.,Positive,0.8934
Always good,Positive,0.4404
Best New York style pizza in Sacramento!,Positive,0.6369
"Large portions, very tasty!",Neutral,0.0
Pizza was delicious,Positive,0.5719
Reminds me of NY,Neutral,0.0
Authentic best quality,Positive,0.6369
Pizza was delicious!  Ordered a salad and an extra dressing of ranch.  Didn't get the ranch.,Positive,0.5719
"Food was good, having it delivered early was even better.",Positive,0.7003
Excelente!,Neutral,0.0
best,Positive,0.6369
Timely and outstanding service!,Positive,0.6124
Love their lumpia. They have great food.,Positive,0.8519
"Amazing BBQ chicken! I usually don’t order chicken since most places just can’t get it right, but this L&L location’s chicken is tender, juicy, and very flavorful! Will definitely be ordering from here again.",Positive,0.7579
they never miss,Positive,0.1139
Good Portions,Positive,0.4404
Always great spam musubis,Positive,0.3818
so delicious and juicy. freaking love them,Positive,0.7269
Excellent Bento box and California roll.,Positive,0.5719
fresh,Positive,0.3182
One of my go-to Sushi spots. Always delicious!!!,Positive,0.5719
"Honey chicken is bomb , the bento is huge too. Full with half",Negative,-0.2263
"even after a long drive the food was still warm, crispy and good",Positive,0.5859
Fast & efficient good communication,Positive,0.6908
Really good tasting food.,Positive,0.4927
Everything was delicious,Positive,0.5719
Best Thai chicken plate!!!!,Positive,0.6369
"All the food was delicious, although a bit far from me, arrived hot a s ready to enjoy.",Positive,0.8555
good taste,Positive,0.4404
It was fresh and tasty,Positive,0.3182
"Thanks, tasty",Positive,0.4404
Love them so nice,Positive,0.7906
"The sauces and textures are divine, some of the best rolls in town!",Positive,0.8316
I order from this specific location almost everyday they never mess up it’s always fresh and they’re never rude,Positive,0.3322
Very fresh and very good. Flavor was very good.,Positive,0.7964
Super delicious for a great price,Positive,0.9136
"Caraioooo, muito bom!",Neutral,0.0
One of the best sushi spots in Sacramento!,Positive,0.6369
The best meal I’ve had in a long time,Positive,0.6369
it's fast and good,Positive,0.4404
It's good sushi and it smells amazing,Positive,0.7717
Great foods,Positive,0.6249
awesome food,Positive,0.6249
Fast delivery. Delicious foods.,Positive,0.5719
First time I ordered from here. Really good food. I’d order again!,Positive,0.4927
Fresh and excellent,Positive,0.7184
Everything was delicious!,Positive,0.5719
"Great communication and incredible timing, THANK YOU!!",Positive,0.765
Food prepared well and taste great.,Positive,0.7964
Surprisingly wonderful food.,Positive,0.7096
The Beto box and options are great,Positive,0.6249
Good food great quality,Positive,0.7906
Sesame Chicken Bb is perfect,Positive,0.5719
Fast and polite,Neutral,0.0
Bento Box downtown location is always good.,Positive,0.4404
Gyoza and sauce is a perfect pair! That’s sauce is friggin delish! Korean BBQ chicken has a nice balance of sweet and spicy. Super super tasty!,Positive,0.9538
Food taste good,Positive,0.4404
The food is amazing we love sushi and is one of the best sushi we had ever eaten thank bento box,Positive,0.9403
The staff there are very nice!,Positive,0.4215
Good food and always fresh,Positive,0.6369
Everything was great,Positive,0.6249
"One of the best sushi spots in Sacramento! Excellent quality, and perfect ingredient ratios!",Positive,0.9118
Always fresh with excellent sauces!,Positive,0.7184
A lot of food for the price,Neutral,0.0
we order takeout often and are never disappointed,Positive,0.3724
It was delicious! I only wish there was a little more sauce on the dragon roll :),Positive,0.7506
fast. good food.,Positive,0.4404
OMG way surpassed my expectations. Am definitely ordering from here again whilst in Sacramento.,Positive,0.4019
"Tasty, great presentation and portion, absolutely delicious!",Positive,0.8439
"Great food, as always!!",Positive,0.6249
THE BEST,Positive,0.6369
Chicken soup delicious,Positive,0.5719
"Delicious, everything was labeled by staff member - super helpful.",Positive,0.886
The impossible salad was great as usual!,Positive,0.6249
Always delicious!,Positive,0.5719
Always great!,Positive,0.6249
Delicious Italian roast beef half size sandwich that was large enough to be a full-size sandwich. I will be ordering it again,Positive,0.5719
The food was fantastic!,Positive,0.5574
Midtown makes the best thai mango salad.,Positive,0.6369
"Satisfying, fresh and healthy!",Positive,0.7906
Quick and quality foods,Neutral,0.0
I love their vegan and vegetarian choices.,Positive,0.6369
Love the mango salad,Positive,0.6369
High quality and delicious food!,Positive,0.5719
Good fresh ingredients and amazing taste,Positive,0.8402
Always fresh!!,Positive,0.3182
Best salads in Sacramento,Positive,0.6369
Food was good,Positive,0.4404
Great selection and dietary friendly,Positive,0.8074
Everything was so amazingly delicious!! I have a new favorite place to eat,Positive,0.8051
Best salad.,Positive,0.6369
"Order came perfect, produce was still cold and crisp. Mendo Farms really knows how to pack a salad",Positive,0.5719
Thai Mango Salad was delicious!,Positive,0.5719
Great salad as always!,Positive,0.6249
"Absolutely fantastic quality, flavor, and freshness and all without being poor in nutrition. Ordered a panini and it was definitely a tie with the best panini I’ve had. Perfect fuel for finals. 10/10 recurring customer from now on!",Positive,0.952
"Great food, all fresh.\\n",Positive,0.6249
Delicious as always 🤗,Positive,0.5719
"If you want a satisfying vegetarian sandwich that isn’t full of sodium, Happy Hippy is the answer.",Positive,0.0777
Quality and Flavor are on point!!!,Neutral,0.0
Very fresh,Positive,0.3182
always amazing food,Positive,0.5859
Salads were filling and delicious,Positive,0.5719
"Amazing Caesar salad. Really really quality ingredients, loved the dressing",Positive,0.8387
One word for Mendocino Farms... Perfection!,Positive,0.5719
FRESH FOOD!,Positive,0.3182
The Chicken Pesto Caprese sandwich tastes so delicious!,Positive,0.5719
favorite salad in Sacramento,Positive,0.4588
Everything is always tasty,Neutral,0.0
Always fresh.,Positive,0.3182
Salad had great flavor and freshness,Positive,0.6249
The strawberry salad was amazingly delicious.,Positive,0.6115
So fresh and flavorful!,Positive,0.3182
Food is always amazing and so fresh!,Positive,0.7269
"I miss your beet Ruben, but everything was still delicious, thank you",Positive,0.6808
Great first experience!,Positive,0.6249
"Always fresh and flavorful, with friendly service. Never had a bad experience and have referred to several friends.",Positive,0.8898
My favorite place,Positive,0.4588
Filling and tasty salad,Neutral,0.0
Fresh delicious food,Positive,0.7184
It was lit,Neutral,0.0
Delicious and huge portions.,Positive,0.7184
Great Food,Positive,0.6249
Fantastic service!,Positive,0.5574
Tasty?,Neutral,0.0
Tasty pizzas!!,Neutral,0.0
We love MM pizza!,Positive,0.6369
Great Pizza!,Positive,0.6249
Great Med Pepperoni Pizza. Still hot when it arrived.,Positive,0.6249
Best pizza,Positive,0.6369
Expedited order! Fantastic service!,Positive,0.5574
The veggie pizza is so good!,Positive,0.4404
"Mountain Mike’s pizza was absolutely delicious! The crust was fluffy & crunchy on the outside, sauce was perfect, cheese was tasty and the pepperoni was perfectly crispy.",Positive,0.9168
He was very kind and got my order to me very fast.,Positive,0.5267
Great timing-  quick service!,Positive,0.6249
The fries were perfectly salty,Positive,0.6369
Delicious! Scolding hot. The only flaw was I had to pull out a mountain of onions and I had tried to put a message through to the restaurant no onions,Positive,0.5719
"Very good! Great food, quick prep! Fresh and tasty.",Positive,0.8519
Thank you for great service!,Positive,0.765
Everything was really delicious. Pineapple Fried Rice was the best.,Positive,0.8479
I order from Orchid Thai at least once every two weeks. Their drunken noodles are delicious; always freshly prepared and sustainable packaging. 10/10,Positive,0.6808
The BEST peanut sauce. Love this place!,Positive,0.8555
He was,Neutral,0.0
good stuff,Positive,0.4404
Quick delivery!,Neutral,0.0
Fresh and flavourful. I would go with Spicy if you want some heat as medium is quite mild.,Positive,0.3818
They’re Yellow Curry Soup w vegetables & Chicken is like my medicine when I’m not feeling well.  It’s Perfection! ❤️,Positive,0.8316
quick and affordable,Neutral,0.0
"My first time, it was amazing food.",Positive,0.5859
Food is delish,Neutral,0.0
Hot and Tasty,Neutral,0.0
So yummy!,Positive,0.5267
Amazing food. Love this place. For all diet types. Vegan friendly!!!,Positive,0.9042
Quick and affordable,Neutral,0.0
Excellent food,Positive,0.5719
"Delicious food and fast, friendly service",Positive,0.7845
Beef pad see ew; thai spicy. Very flavorful and delicious! Perfect amount of spice for a spice lover.,Positive,0.9042
Just excellent 💯,Positive,0.5719
"Tasted great and delivery was fast, good, and the food was hot.",Positive,0.7906
Great flavor,Positive,0.6249
Food was amazing,Positive,0.5859
the curry was good. came in a good portion,Positive,0.7003
Amazing vegan options!,Positive,0.5859
best pad Thai I’ve had in a while,Positive,0.6369
Ingredients are quite fresh,Positive,0.3804
food was good,Positive,0.4404
it's good,Positive,0.4404
It was so good,Positive,0.4404
Lovely salad options that are fresh and filling.,Positive,0.7269
Amazing as always,Positive,0.5859
amazing and fast!,Positive,0.5859
Fresh and healthy salad.  Tasted great with quality ingredients.,Positive,0.8442
good service,Positive,0.4404
Food was delicious. Delivered hot. Amazing service all round.,Positive,0.8176
Good & fast,Positive,0.4404
really good food!,Positive,0.4927
Wonderful!,Positive,0.5719
Best curry ever!,Positive,0.6369
Soup is very good,Positive,0.4404
Always very delicious,Positive,0.5719
holy chicken was really good,Positive,0.4927
Food is always amazing!!,Positive,0.5859
Great Pad Thai.,Positive,0.6249
"high quality, delicious!",Positive,0.5719
Love the vegan options!,Positive,0.6369
aww,Neutral,0.0
Best Thai restaurant in Sacramento,Positive,0.6369
Amazing food! Best Thai food in town! Always comes warm.,Positive,0.872
there flavors never fail,Positive,0.431
"Flavors, temperature and presentation. Just amazing.",Positive,0.5859
Fast and delicious food,Positive,0.5719
"Very sweet, super fast🤍",Positive,0.7845
"food was fresh and hot, the mulitas were amazing and i highly recommend them. The chips were good, I just felt there was very few chips to the topping ratio. some chips on the side would have been great.",Positive,0.9447
bomb!,Negative,-0.4939
GREAT DELIVERY!!,Positive,0.6249
fast delivery and very friendly,Positive,0.4939
Real steak.,Neutral,0.0
Great tacos!,Positive,0.6249
Best beef in town,Positive,0.6369
Best burger I've eaten,Positive,0.6369
Lil Cajun fries were delish,Neutral,0.0
Amazing. So good!,Positive,0.7717
The best I ever had,Positive,0.6369
Spot on,Neutral,0.0
The delivery was exceptional as she was on-time and had an insulated cover over the food. It was really hot! Nice!,Positive,0.4728
Food was warm and fresh,Positive,0.4939
Delicious. Hot & Sour Soup was so yummy and tasty. Kung Pao and potstickers were on point!,Positive,0.7964
love this place,Positive,0.6369
Great food. Make sure you ask for the tofu fried! Good size portions.,Positive,0.8519
war wonton soup was incredible house Chow mein didn't have hardly any meats but the flavor was delicious,Negative,-0.1189
Quick delivery,Neutral,0.0
It’s great!,Positive,0.6249
"good food, fast delivery, good portions",Positive,0.7003
"Everything I have ordered is great, awesome food!!!",Positive,0.8481
Perfection,Positive,0.5719
Delicious and filling,Positive,0.5719
they have really yummy chow mein I'm ready to order an entree I'm sure it's great,Positive,0.9117
The food here is always good,Positive,0.4404
The food is consistently delicious.,Positive,0.5719
"Big portions! Don’t be fooled, what looks like small packaging hides a heaping plate of delicious food!",Positive,0.4721
food was great,Positive,0.6249
Honey walnut shrimp is the best I’ve had.,Positive,0.6369
Old world favor of the fried rice.,Positive,0.4019
"always good, huge portions!",Positive,0.6369
very satisfying,Positive,0.4588
Awesome flavorful vegan options!!! Love this place!! Truly a hidden gem.,Positive,0.9042
Always good food,Positive,0.4404
"Avocado green curry was very good , egg rolls crispy and Tom ka soup delicious",Positive,0.765
Delicious and very well packaged.,Positive,0.7003
Food very delicious. Will order again.,Positive,0.5719
Always excellent food at Sawasdee.,Positive,0.5719
Quick order,Neutral,0.0
"Excellent Thai food! The yellow curry and drunken noodles are my absolute favorites, always fresh and delicious!",Positive,0.9136
"The Thai fried rice was good, could use more flavor though. Ordered wonton soup and potstickers, great taste and flavor. Definitely recommend to order takeout.",Positive,0.9042
"Food was good, great flavors, and very well proportioned!",Positive,0.8442
Excellent food - nice and hot when delivererd.  And very well labeled for group order!,Positive,0.8225
The best pad Thai and the pork belly is amazing!!,Positive,0.8402
Wonderful! So appreciative.\n,Positive,0.5719
I love your green smoothie and hot soup!!  the staff is always warm and friendly.,Positive,0.8519
Great service!!,Positive,0.6249
excellent experience,Positive,0.5719
The Mac and cheese was warm and good and cookies were nice and soft.,Positive,0.765
Quick and delicious!,Positive,0.5719
very good food and very good service. Great panera location,Positive,0.872
A lil late but fantastic deal,Positive,0.5574
Good sandwich!,Positive,0.4404
Tasty food and orange juice,Neutral,0.0
Vary good,Positive,0.4404
They have the best fries and good ranch,Positive,0.7964
A plus,Neutral,0.0
it's a favorite!,Positive,0.4588
Excellent burger!,Positive,0.5719
"good packaging, onion rings were still very crispy, veggie burger was also delicious as was the peach lemonade",Positive,0.765
they have the best Fries in town,Positive,0.6369
the Banzi is my FAVORITE 😍,Positive,0.4588
Bomb burgers,Negative,-0.4939
Always a Good Friday night burger!,Positive,0.4404
Great customer service and very fast! Thanks again!,Positive,0.7906
I love that their fries are always nice an Crispy,Positive,0.7906
"Got exactly what I ordered, exactly like I wanted!",Positive,0.3612
Great order quantity!,Positive,0.6249
Good flavour. Naan are really nice and good sized.,Positive,0.8357
I love the vegetarian options,Positive,0.6369
Nice job,Positive,0.4215
"Quick order, good food…Thanks!!!!",Positive,0.4404
always good food,Positive,0.4404
First time tried - very satisfied! Good dishes!,Positive,0.6908
I tried this for the first time and it takes delicious.,Positive,0.5719
awsome,Neutral,0.0
Yummy Spicy Butter Chicken.,Positive,0.5267
The drinks are so delicious .,Positive,0.5719
yummy!!,Positive,0.5267
great drink!,Positive,0.6249
Amazing service,Positive,0.5859
Awesome Drinks.,Positive,0.6249
Very fast and accurate!,Neutral,0.0
Starbucks drinks and coffee are high quality.,Neutral,0.0
The food was still hot and the drink still had ice. 5 stars from me. Thank you.,Positive,0.3612
Very fast and friendly,Positive,0.4939
Delivery very fast. Food is delicious,Positive,0.5719
Fast asf,Neutral,0.0
Always perfect here,Positive,0.5719
"Soooo delicious,  love the fries, love the chicken, love the sauce",Positive,0.9538
the fries are amazing,Positive,0.5859
Good👍🏼,Positive,0.4404
"Delicious, generous portions!",Positive,0.7906
Great guy,Positive,0.6249
Absolutely 🔥 ! Always leaves me satisfied 😋,Positive,0.4703
Best wings ever! Super crispy!,Positive,0.8442
Everything about this order was perfect. I’m ~20 minutes into eating and the fries are still crispy. The wings are perfect. The Mac salad is to die for. Probably the best delivery meal I have ever had.,Positive,0.8271
Food is always good and whenever I order I’m a little down I can’t connect with the staff they are always so kind despite how busy or loud and annoying the diners are being lol . One of my favorite places to eat hands down !!,Positive,0.9482
So so so good,Positive,0.4404
delicious sliders!,Positive,0.5719
Delicioso,Neutral,0.0
Insane take amazing,Positive,0.2732
"delicious food, tasty, flavorful and so filling",Positive,0.5719
"Fast delivery, great food",Positive,0.6249
Tasted good,Positive,0.4404
the wings were awesome,Positive,0.6249
excellent food and service,Positive,0.5719
love fried chicken,Positive,0.6369
The food was warm and sooooo good!,Positive,0.5859
Great food made with care! Would recommend!!,Positive,0.8689
The buffalo boneless wings & tenders were crispy & delicious.  All of the sauces were tasty but Kiki's sauce was the best!,Positive,0.836
Delicious food and fast . reasonable I’m ordering from there again today,Positive,0.5719
was good,Positive,0.4404
Garlic wings are so delicious !!,Positive,0.5719
Fantastic!,Positive,0.5574
"Fast, food still hot.",Neutral,0.0
It's amazing!,Positive,0.5859
Hot and Tasty Wings and Fries,Neutral,0.0
Fantastic as always,Positive,0.5574
The best fries ever,Positive,0.6369
My first fried chicken in America and it was amazing. Everything was seasoned well.,Positive,0.7096
always the best. always.,Positive,0.6369
Delivery was very fast. Food was excellent and was still fresh. Oh yeah I love the fact that your open until 2am. Thank you,Positive,0.9313
Fast service,Neutral,0.0
Best chicken place,Positive,0.6369
It gives good portions and the food is great on a consistent basis.,Positive,0.7906
fast delivery,Neutral,0.0
"I always eat from here. Kiki never disappoints! Delicious, hot, and fresh.",Positive,0.1245
Friendly & consistent.,Positive,0.4939
Best Kiki fries I’ve ever had.,Positive,0.6369
Mid timing nice dude,Positive,0.4215
Good chicken at a reasonable price!,Positive,0.4404
Food is great -  love the bbq wings!,Positive,0.8519
berry good!,Positive,0.4404
awesome,Positive,0.6249
This place is bomb and gives out large portions unlike the one on power inn road,Negative,-0.4939
Love keeks,Positive,0.6369
it's so delicious,Positive,0.5719
Quality flavor and extremely scrumptious chicken,Positive,0.5256
Wings were excellent,Positive,0.5719
"Good food, chicken sandwich was tasty",Positive,0.4404
“Best chicken and fries ever”,Positive,0.6369
I've never been to Kiki's before but after my friend told me about it and we ate there it's been my go to pick if we're craving chicken. The food is always filling and satisfying to taste. I definitely would recommend everyone to try it out.,Positive,0.678
Love this place,Positive,0.6369
Fresh and TASTY!!!,Positive,0.3182
"Arrived fast and it’s hot, I’m happy. 👍🏻",Positive,0.5719
Always bomb,Negative,-0.4939
Fast and hot,Neutral,0.0
Hot and Fresh,Positive,0.3182
The food was so yummy as always!!,Positive,0.5267
"Fresh, healthy ingredients always makes for a good meal from Aloha Poke.  Love ordering from this them.",Positive,0.9022
Best priced boba,Positive,0.6369
"affordable, and they LOAD your bowl up. The ingredients are fresh, and the sauces are delicious.",Positive,0.7184
love the spam musubi,Positive,0.4019
Poke bowls are always fresh and the milk teas have the best flavor,Positive,0.7579
Good Food.👍🏽,Positive,0.4404
Love this place from the lemonade to the food! Amazing,Positive,0.8402
"always delicious good, and great service",Positive,0.8934
great poke and loved the octopus balls,Positive,0.8402
The takoyaki was splendidly cooked and seasoned. The condiments made an excellent match with it.,Positive,0.7783
Best bang for your buck. Large portions and delicious options.,Positive,0.836
Yummy!!!,Positive,0.5267
Very fast thank you!,Positive,0.3612
"It's my favorite poke place in Sacramento. The portions are always large, and the ingredients are delicious.",Positive,0.7717
"lots of choices, great food, great service, so tasty",Positive,0.8481
"best takoyaki I've had in Sacramento, and i airways get a craving for their spam musubi.",Positive,0.4019
Quick and always fresh.,Positive,0.3182
"always a delicious bowl, great options, fresh food, a good amount",Positive,0.9186
I’ve been ordering so much lately! I love the large bowl and you guys are the best for letting me customize my with just salmon,Positive,0.8555
I really loved  ramen,Positive,0.6361
the portion of the ramen was great and it tastes lovely. everything was well made and fresh.,Positive,0.9062
"Great price, listened to instructions!",Positive,0.6249
Super fresh and filling portions for what you pay for. Will definitely order again next time I'm craving a poke bowl,Positive,0.8176
the spam musubi soooo good,Positive,0.1027
Always fresh and excellent choices in poke bowl ingredients,Positive,0.7184
It was a delicious delicious poke bowl. Seaweed salad was perfect and the spicy tuna was great!!,Positive,0.9451
A perfect veggie ramen! And the boba drinks are so good with generous amount of boba!! Excellent!!,Positive,0.9274
good 👍,Positive,0.4404
"Fast,  polite , & on-time",Neutral,0.0
Always tasty and fresh,Positive,0.3182
Great price they even took care of dessert.,Positive,0.8074
indecisa la ensalada,Neutral,0.0
Fast delivery.,Neutral,0.0
"Great taste food, fresh and perfect size",Positive,0.8779
Great taste!,Positive,0.6249
Chicken was good and juicy,Positive,0.4404
All food was great! Thanks,Positive,0.7906
Outstanding as usual.  I highly recommend this restaurant.  My favorite is Mongolian Beef,Positive,0.8766
Do yourself and your family a favor and Order !!!,Positive,0.4019
Food excellent,Positive,0.5719
Best Pork Fried Rice in town!,Positive,0.6369
"Food was delicious, fresh and plenty of it",Positive,0.7184
This spot is legit.,Neutral,0.0
Love everything I've ever had here,Positive,0.6369
Quick and efficient I love them. Driver wears polite courteous and very professional,Positive,0.8834
Great place!,Positive,0.6249
Consistent quality and flavor.,Neutral,0.0
"Awesome seasoning, fast deliver and delicious food",Positive,0.8316
Amazing salt and pepper fish must try,Positive,0.5859
"I love their war wonton soup, it's delicious!!",Positive,0.6124
Always super delicious,Positive,0.8225
Really good  very fresh sushi. Good quality food  affordable. Will be buying again soon,Positive,0.8387
"Great sushi, awesome pricing.",Positive,0.8481
Excellent Sushi,Positive,0.5719
"Delicious food, as always!",Positive,0.5719
Tastes so good fresh and is healthy,Positive,0.7845
always delicious and huge rolls.,Positive,0.7184
Top tier packing for delivery,Positive,0.2023
The Curry Rice is the absolute best in town!,Positive,0.6369
"Alligator roll, Samurai roll, two California rolls…made as deliciously as if we were dining in the restaurant. Timely, yummy service.",Positive,0.743
"fast , friendly, and nice.",Positive,0.7184
excellent food,Positive,0.5719
Food was off the Hook,Neutral,0.0
Best sushi in Sac. Always.,Positive,0.6369
Their rolls are huge.,Positive,0.3182
Yummy treat away from home.,Positive,0.7269
Very delicious!,Positive,0.5719
the good is always great here. it's my favorite place to order from.,Positive,0.875
EXCELLENT!! ABSOLUTELY AMAZING!! EVERYTHING IS PERFECT!!,Positive,0.9145
The food is very delicious,Positive,0.5719
Goat,Neutral,0.0
The crispy chicken tacos are my fave!,Positive,0.4404
Best around town!!,Positive,0.6369
Don't forget to ask for butter for the 🥞,Positive,0.1695
FIRE.,Negative,-0.34
perfect!,Positive,0.5719
Love the Pancakes!,Positive,0.6369
Hot and delicious,Positive,0.5719
There’s a lollipop that comes with the food for free!,Positive,0.5106
The best sandwich i ever had!,Positive,0.6369
Great sandwich,Positive,0.6249
I can find my canned soda……anyway sandwich is good,Positive,0.4404
Fast good quality,Positive,0.4404
Food was delicious 😋,Positive,0.5719
good sales,Positive,0.4404
Very quick with my order! 10/10 And the cup is so cute!,Positive,0.4588
yes,Positive,0.4019
The fried rice tastes amazing as always,Positive,0.5859
Nice and cool one !!,Positive,0.6249
ramen was very very delicious,Positive,0.5719
Exactly what I needed!,Neutral,0.0
"Excellent broth! So much depth and flavor, and great portions. This ramen spot is a local gem for sure!",Positive,0.8779
"The ramen was exactly as I had hoped, good flavor, good noodle consistency, and I love that the broth came on the side so the noodles don’t get soggy. Will order again.",Positive,0.9118
Food is always good.,Positive,0.4404
Everything is yummy,Positive,0.5267
They forgot the EGG 🥚for our Ramen Bowls! BUT their broth is AMAZING,Positive,0.5859
These ramen eggs making me moan,Negative,-0.1531
Love this place! Best ramen in natomas!,Positive,0.8555
They get the order perfect every time. it's always nice and hot when it arrives. The broth is always nice and the noodles are perfect. The proteins are always really good and clean,Positive,0.9594
So impressed with this place. Will definitely be ordering here again!,Positive,0.7003
I haven’t had in years. So good.,Negative,-0.3412
good pizza,Positive,0.4404
"Быстро, не дорого, по желанию можно добавлять и убавлять продукты, быстрое приготовление быстрая доставка",Neutral,0.0
Always fresh and never disappoints!,Positive,0.5399
good 🍕,Positive,0.4404
Delivery was great pizza was still hot,Positive,0.6249
That crust!! Wow,Positive,0.5859
Fantastic!!!,Positive,0.5574
Excellent customer service from Andrew !,Positive,0.5719
Simply good food! The spumoni ice cream is amaaaazing,Positive,0.4404
"Good value for money, good fresh food",Positive,0.8591
Great Food Always!,Positive,0.6249
The sourdough was really warm. everything was fantastic!,Positive,0.7233
best pasta delicious sauce amazing food,Positive,0.9136
