Review,Sentiment,Polarity
Consistency is a plus!,Neutral,0.0
Great portion good food,Positive,0.7906
Mixed in my order the steak was really overcooked but the vegetables were good,Positive,0.4877
"Instructions weren't followed salad was cooked, cold tarter sauce was hot on delivery!",Neutral,0.0
One of my go-tos,Neutral,0.0
Love food from Iron Horse!,Positive,0.6369
The food was amazing!!!   Very happy with order,Positive,0.8176
"Iron Horse is great. The speediness of the order was great. But the driver missed the address only by dropping it off across the hall to the wrong Apt 10. (It's hard to navigate, I know)",Positive,0.5423
"I usually like this restaurant i eat there often but they overcooked my burger, they gave me over cooked fries and i ordered a salad, not fries.",Positive,0.3612
Meat was undercooked,Neutral,0.0
Delicious pub food.  Everything was fresh and tasty.,Positive,0.7184
"they where out of stock on one item, and the mac and chees wasnt as good as last time",Negative,-0.3412
Delicious and satisfying meal! My non vegan friend loved it!,Positive,0.93
Really good food and big portions,Positive,0.4927
The food was delivered to the wrong hotel and address. I specifically put thw name of the hotel but to no avail.,Negative,-0.4767
Love this restaurant. Good is excellent and consistently so. Never had a bad meal.,Positive,0.928
Wonderful food and service,Positive,0.5719
Inconsistent with most visits but retry good.,Positive,0.4404
The food was cold. The fries were hard and cold.,Negative,-0.1027
Restaurant is good but person bagging and preparing your order is weak,Neutral,0.0
Package was open food was exposed,Negative,-0.0772
Nachos had barely any cheesw,Neutral,0.0
"The burgers are usually halfway decent but I got absolutely finessed by the $18 chicken salad. Not even half a chicken breast, 1/3 of an avocado, barely 1 piece of bacon and not even half an egg.

Absolute ripoff and won't be ordering here again.",Neutral,0.0
Good restaurant. Consistent food quality,Positive,0.4404
"Food was cold and portion size was very small. I ordered the chili and it had a thick layer of grease on top. The charge was over $8 for a very small container. No silverware included for a to go order. The ceaser salad was ok at best, no flavor to the dressing. Overall I was incredibly disappointed with my order and do not plan to order again.",Positive,0.5868
Always good food.,Positive,0.4404
Very disappointed with this order.  Dressing missing from all but one item - not bc we made a point of asking for extra. Field greens salad was half the size without dressing. Cobb was nothing like the picture. Not worth the money paid. Will no longer order from here.,Negative,-0.795
Love the pretzels,Positive,0.6369
Food arrived cold it’s like it was sitting there for a long time. Spent a lot of money for it not to properly arrived fresh or sealed,Positive,0.5859
$3.50 for a fountain soda is ridiculous. I was expecting a bottle.,Negative,-0.3612
They always get my order right and the food always comes hot and ready to enjoy.,Positive,0.6908
The food was great!,Positive,0.6249
Will order again,Neutral,0.0
Love the pretzel,Positive,0.6369
"Amazing food. Exactly what I wanted, perfection!",Positive,0.8176
The food was cold when it arrived and didn't taste good because of it.,Negative,-0.3412
The peanut 🥜 butter 🧈 brittle was big chunks of peanut 🥜 butter not brittle itself i was disappointed 😑 it wasn't blended well at all 🙃 strawberry fell short 😔 the other 2 were amazing 😀 I'm really hoping they come up with a pistachio butter pecan,Positive,0.455
Driver did not notify me that my order was delivered as requested I don't know how long it was sitting out there but the containers were soaked,Neutral,0.0
I was so excited to order from here ❤️ wonderful flavorful and so so so so good I can't wait to order for my next order sweet potato I wished they offered pb and J or a cherry Garcia or pistachio let's see if they will come up with something new next time ⏲️,Positive,0.9001
Not the right food,Neutral,0.0
"July is an ice cream favorite of mine because of the birthday cake flavor!! Super delish!!  Also, any of the flavors with berries!!",Positive,0.7845
Favorite ice cream,Positive,0.4588
What kind of ice cream place doesn’t include a spoon?,Positive,0.5267
Delicious and special,Positive,0.7506
The restaurant is great. The driver took a weird detour which was confusing.,Positive,0.3612
"This review is strictly for Salt &Straw. The delivery was perfect.

The descriptions were definitely very enticing and I expected incredible bursts of flavor for $14 a pint.  I must not have a refined, gourmet palate as all of you do, but I'll stick to Baskin Robbins. I like my desserts to taste like dessert, not an additional side dish. The snickerdoodle was mildly cinnamon-y and the cookies seemed to be undercooked. The strawberry tastes like olive oil - which would be fine if I was eating a salad.",Positive,0.8979
My chasu was missing but everything was still delicious and the calamari was super crispy,Positive,0.7506
The popcorn chicken was bit dry and tough but otherwise everything else was good,Positive,0.34
"Food is generally good, no complaints. I ordered from them yesterday for the boba. Very tasty!",Positive,0.1779
Great service and decent pricing.  My son loves their boba and chicken bowls.  Staff is cheerful and friendly.,Positive,0.9432
"I forgot to change my address but it was all good! Grubhub notified the driver when I reached out for help and the driver texted me promptly to make sure he had the right apartment (thank you Scott!)

The driver even reached out to me after delivering that he noticed one of the Boba drinks had been placed in the bag upside down and told me that I could contact Grubhub if it leaked. Even though nothing leaked or was otherwise amiss, I was very touched by and appreciative of the driver's above and beyond kindness and service (again, thank you Scott!)

The food and drinks were perfect for a hot day like today, especially for someone like me who doesn't have a car and had absolutely zero motivation to cook.

Overall, 11/10! Super happy!

If possible, please pass my gratitude and appreciation to Scott for his stellar performance and amazing service on this hot summer day!",Positive,0.9929
"Drinks were okay tasting, but everything else was correct.",Positive,0.2263
Rose milk tea tastes a bit bland and popcorn chicken lacks flavor,Negative,-0.3182
Great food and drinks,Positive,0.6249
Read previous comments,Neutral,0.0
Food was fine but one soup spilled over and soaked the paper containers and the food inside,Positive,0.2023
"Did not receive an item ordered, instead was automatically refunded with no notification why it was removed from order. Couldn’t order something else since it closed soon after delivery.",Neutral,0.0
Love Lazi Cow! And Grubhub was a great way to pre-order,Positive,0.8519
Funky. Good milk tea. Haven't tried the food yet. Next time.,Positive,0.3612
"I went here specifically for the cool glass cups they give you, but when I got there the lady said they didn't put online orders in glass cups. I've made an online order before and got a glass cup, I was very disappointed because I also left a rather large tip.",Negative,-0.2023
"Delicious popcorn chicken, perfect drink orders. I was super pleased.",Positive,0.9349
"The food is actually pretty decent, but for the first time I didn't get Boba with my green milk tea so that was sad. I've decided to order tapioca pearls online so I can make my own. 

This isn't the only restaurant that didn't put Boba in my tea. 
Teabo café is the worst!  They messed up my orders twice - once I ordered 3 teas with boba and they only delivered one. The other time they didn't put boba in my $7.20 tea but only refunded me $2.60. And they are rude and late with refunds. 

GrubHub customer service chat agents were not very helpful either. Apparently I have to wait up to 10 business days for a refund. 

I will still order from lazy cow because their food is good and this is the first mistake they made.  

But NOT Teabo. (I had to put this review here because I was never offered the chance to review my last two orders with Teabo.)",Negative,-0.8534
"The food was fine, but the deliver was very late and the delivery person did not tell me when the food was dropped off so it sat outside in the rain for 15 min.",Positive,0.2023
"Pretty good first time purchase, will order again! I was impressed that the ice cream was still frozen when it got here, the food was hot, and the green milk tea was delicious!",Positive,0.9169
"Good food, not great service. The driver was nice, but my food was cold, spilling, and had no utensils.",Positive,0.8689
very flavorful and reasonably priced,Neutral,0.0
Lazi Cow is more expensive for tea than other places and quality not always stellar but i knew what i was getting when i ordered it,Neutral,0.0
"Delicious ice cream, the vegan banana ice cream was awesome",Positive,0.8316
Over an hour later than estimated,Neutral,0.0
Food was very good the teas were delicious and I love the cups they deliver the teas in,Positive,0.8957
"Lazi Cow is the best, but holy smokes was the driver service garbage. No hot bag, took 50 minutes to get here. The stacked deliveries may not be the drivers fault, but the lack of hot bags is. I still left 5 stars cause this restaurant is dope, but y'all may want to start requiring that pick-up drivers have a delivery bag. Cold potstickers just don't hit the same.",Positive,0.128
Received the wrong order- I was missing a part of my meal and it seemed unfinished,Negative,-0.6486
"The food tasted great and it arrived early! The delivery driver was really nice. The only downside was the poor packaging of one of the items. The way they put the food into the container made it impossible to open the lid without the curry spilling out. Other than that, it was a good experience and I would order from here again!",Neutral,0.0374
❤️ the concept,Neutral,0.0
OH MY GOD HORRIBLE FOOD TODAY I COULD NOT EVEN EAT IT!!!!! The ramen was so salty omg the calamari was burned and who the heck makes these terrible smoothies. No flavor at all! Wow horrible!,Negative,-0.6369
Grubhub is trash,Neutral,0.0
"It wasn't the restaurant, it was the delivery guy. He came 20 minutes later than he was supposed to, and didn't even include utensils for us to use (fork, napkin). I'm very disappointed.",Negative,-0.4767
"Placed an order. Received a text saying my order was on the way 45 minutes later. 15 minutes later my food was marked delivered even though  I had no food. Tried calling the number provided only for the phone line to be busy 3 times. Contacted Grubhub support to be asked to wait 10 more minutes. Then contacted them again to be told i'd get a phone call from a manager. 2 hours later, still no food, still no phone call. Great service.",Positive,0.7964
Placed my order at 3:40 it didn't arrive until 5:30. Had to leave at 5. Food is sitting at my door apparently. Will not be using grub hub again. Two hours is ridiculous. The driver took forever. It's my favorite restaraunt in davis. They have really good food. The delivery driver needs to go or there needs to be more grub hub drivers. Two hours is stupid.,Positive,0.1131
Loved the reusable glass jars and the bubble tea was delicious!,Positive,0.8225
"It was CVS, so it was fine.",Positive,0.2023
"I didn’t get the black IPhone charger 🔌 which was $33.00 & nor did I get a replacement for the iPhone replacement ??? Again ; fully charged for the whole order but no credit nor did I receive a phone call from anyone that could have explained the problem ? My health condition will not permit me to keep contact CVS or grubhub ? I’m missing at least 4 items and also items that I Absolutely did not request for replacement ??,, please 🙏🏾 immediately credit me for the items that I ordered and did not receive the iPhone 📱 charger and the items I did not order at all from CVS",Positive,0.1952
"I was very happy. Had a 
sick 3 year old and needed a few things. I will use it again.",Positive,0.1027
This is a scheduled pickup order but the restaurant forgot my order. So I have to wait there for 20min for picking it up.,Neutral,0.0
Toppings are so skimpy,Neutral,0.0
Love this place. Just wish they would mix the stuff up in the yogurt.,Positive,0.7845
My boyfriend said it was very good it was a present for him,Positive,0.4404
"My son's father said the chocolate chip cookie was a little dry. The tiramisu he had, had too much liquid, in the sponge. The chocolate caramel mousse tart, was too dry. And our son's opinion was he liked the chocolate cake and cookie. Overall it was okay but not the best.",Positive,0.836
"The devils food cake was dry but the portion is generous enough for two. At $6 each, the cookies were nothing to write home about. I wouldn’t order from here again considering the price to yumminess ratio.",Negative,-0.2732
"I thought because of the long line that the cake must be really good.  I stopped by after work to pick up a slice of German Chocolate and Red Velvet for my friend. I was so excited that I didn't even wait to get home, I tore open the bag in my car. Did somebody say cake fraud? Not close to what I expected after seeing such a long line and so many beautiful cakes. I wish I had just gone straight home instead. The red velvet slice was like like box cake, and the german chocolate slice was dry. The frosting was a winner. I ate the frosting and tossed the rest in the trash. The other slice is sitting on the counter, partially eaten. I'm so hurt.",Positive,0.9404
"Order was significantly delayed. I had asked for driver to ring doorbell upon drop off. He did not. Worst yet, one of the items I ordered was missing.",Negative,-0.8519
Awesome driver!! Thanks so much!,Positive,0.7906
The cakes were nice and light. I was impressed.,Positive,0.7096
"He was the best grub huh driver I ever had he should get paid double what others get paid, thank you so much!",Positive,0.7717
Not sure why a $30 order got me such small slices (2 slices total) this time. It didn't happen with my previous order (nice big slices of the same type of cake). Buyer beware.,Positive,0.6249
Rick’s Dessert Diner is awesome. Can’t understand why my order took almost an hour over my “initial” estimated time of arrival.  The Grubhub driver Dimitri seemed to be taking surface roads then back on the interstate like he was lost. Poor service from grubhub.,Positive,0.296
Fruit basket slice & napoleon 👌🏼 cheesecake slice… meh,Negative,-0.0772
No thoughts on the restaurant.,Neutral,0.0
Have always loved Rick's Desserts!,Positive,0.5994
I am so glad that they had a gluten free menu. I got two different kinds of torte's. Serving size was enough for two. It was so delicious and decadent. I am so excited about this restaurant and my relationship.,Positive,0.9413
Dry cake honestly not sure why this open!? Like the crème brûlée wasn’t good either.,Positive,0.6591
The cake was frozen/thawed NO FLAVOR!!!!,Neutral,0.0
The food was great just cold because of the traffic.,Positive,0.6249
The items were made of artificial ingredients.  Like cool whip instead of rich homemade whipped cream.  I threw the cheesecake away.  I knew it was made with fake whipped cream.  It didn’t even taste like cheesecake. The cream cheese was artificial too.  It was a waste of money.  Never go there AGAIN !!!,Positive,0.6124
It's a good go-to when you're in the mood for desserts.,Positive,0.4404
"Usually a great place for dessert, but received a slice of cake tonight that was small and runny. Absolutely not worth the price.",Positive,0.7425
Everything is so sugary. I wish they would cut the sugar in half.,Positive,0.1531
"Cake came sloppy and thrown in food container with no care, making the cake slices mushy. The sandwich we ordered warm came cold and also sloppy wrapped. I was missing a main item I ordered as well. Never ordering from here again. At least Grubhub made it right, it’s on the restaurant not on Grubhub that I had a poor experience.",Positive,0.2263
Delicious option for desserts!,Positive,0.5719
"I ordered a slice of oreo cheesecake and a slice of pumpkin pie. Instead of pie, I received cake. And the cheesecake was old.",Neutral,0.0
Driver opened package and stole part of order  remainder of order was thrown out as order was tampered with and partially stolen,Negative,-0.4939
"The sandwich was not really good, spices flavor to strong.",Positive,0.7574
The pecan pie was almost as good as grandma's. Making it the second best I have tasted. Good pecan pie is hard to find and I'm ecstatic I found it.,Positive,0.9065
The BEST tiramisu! Always a nice treat.,Positive,0.8658
"Unfortunately, I did not receive the pie that I ordered and paid for through the nose. I received a slice of a different pie delivered to my door. Not happy at all. I ordered that pie. Specially, for my son. This place seems bizarre. That’s all I can say I hope I get my refund.",Positive,0.4404
The pepperoni in my sandwich was still wrapped in plastic casing. It is not a natural casing. Please check before eating.,Positive,0.5859
Overpriced. The eclair was not as pictured & custard/cream not good,Positive,0.4404
Service was great. Ricks dessert diner was skimpy on a 10$ piece of cake,Positive,0.6249
"IVE ORDERED 3 TIMES AND EACH TIME WAS I CORRECT. HONESTLY THEY REALLY JUST DONT CARE IN THERE. SENDING IN COMPLETELY DIFFERENT ITEMS THAT I ASKED FOR, THEY TAKE FOREVER TO PREPARE THE ORDER AND WHEN YOU CALL THEM YIU JUST GET AN ANSWERING MACHINE WITH NO CALL BACK EVER. DONT WASTE YOUR TIME IR MONEY IM TELLING YOU!! DO A PICKUP ORDER IF YOU WANT TOUR DESERT CORRECT!!!!!!!!!!!!!!!!!!!",Positive,0.407
Requested fork but did not receive had to eat pie with my hands. Im a gangster so i managed but would have rather had a fork.,Positive,0.4939
Popcorn Chicken is all dark meet called to confirm before and after placing or,Neutral,0.0
Very good food,Positive,0.4404
Delicious food! Great presentation for take-out.,Positive,0.8316
The soft shell crab is soooo good!,Positive,0.4404
Descriptions of food dishes were not accurate. Baked chicken was two small drumettes and a tiny half thigh. Not worth the money.,Positive,0.2263
Interesting Asian/Cajun mix,Positive,0.4019
The chicken was cold,Neutral,0.0
The food was great,Positive,0.6249
Love the mango sticky rice. Solid pad Thai and pad seyu,Positive,0.7003
"It offers good food.  However, I would prefer that more care is taken with the spice level of the food. I requested medium heat but it was so hot that it couldn't be medium",Positive,0.7269
Fabulous every single time. Totally consistent by far the best Thai in Sacramento,Positive,0.8344
Restaurant dinner provide utensils or sauces,Neutral,0.0
Love their food!,Positive,0.6369
I love their food food and the service,Positive,0.6369
I love this place,Positive,0.6369
The food was absolutely horrible.  VERY VERY Watered down taste. Doest look or taste right or good at all . I couldnt even eat it. It's definitely not what I ordered. I'm so upset. I was really looking forward to my favorite thai dish. And I instead received dirty sink water tasting food. 😭👎👎👎Huge fail,Negative,-0.7641
My drunken noodles was bland. The calamari breading was soggy. The spring roll sauce tasted like sweet peanut butter. The boat noodle soup was good.,Positive,0.8126
The food is always great,Positive,0.6249
Thai Farm House is consistently delicious!!!,Positive,0.5719
"Delicious soup, just what I wanted.",Positive,0.5719
Absolutely delicious and authentic tasting food with courteous service!,Positive,0.807
Package smelled like cigarettes,Positive,0.3612
"Good food, very tasty.  Arrived still warm.",Positive,0.5859
Good food and celiac/gluten free friendly,Positive,0.8555
Love this restaurant,Positive,0.6369
"There was only a little bit of chicken in my Pad Thai.  I thought there used to be egg too?
The mango was falling apart it is so overripe, the sticky rice is hard.  A waste of money for that dish.",Negative,-0.5859
"Tasty food, great selection, delightful staff.",Positive,0.836
Great tasting good prices,Positive,0.7906
"I like my regular place, JPThai, better. Now I know.",Positive,0.6597
The rice was mushy and the pork belly was just pure fat,Neutral,0.0
Food is very good,Positive,0.4404
Not as good as I expected it to be but it wasn’t bad.,Positive,0.6956
The food is always delicious and fresh! 10 out of 10,Positive,0.7184
Food was very tasty.  Order was missing the rice.,Negative,-0.296
"It's good, just disappointed they put chicken instead of tofu in one of the orders. Vegetarian wasn't able to eat what he ordered",Negative,-0.0516
The pork belly was delicious 😋,Positive,0.5719
I ordered the Pad See Ewe and it was delicious. I live fairly far from the restaurant and it was piping hot when it arrived. I also ordered Thai iced tea and that was also very good. 10/10 will definitely be ordering from here again.,Positive,0.8519
Food good but late!  Driver was stuck at the restaurant waiting,Positive,0.2263
Pad Thai is the best I’ve had!,Positive,0.6369
"Fine, nothing to write home about. Pad Thai was good, other stuff not so much",Positive,0.5719
Best Thai Food in Sacramento!,Positive,0.6369
It was good but the food was sitting for over an hour bc the driver was late.,Positive,0.4404
Driver great order was short. Given Incorrect order,Positive,0.6249
"Great, fresh sushi - both veggie and fish- that was ready early!",Positive,0.836
Good as usual!,Positive,0.4404
This may not mean anything to anyone else but I get these little candies when I order from them and they just make my day so much better every time :),Positive,0.4404
"yummy food, nice staff. They also have a lot more options than the sushi places I’m used to",Positive,0.7351
The Super Philadelphia Roll was Super Delicious!,Positive,0.91
Decent price (for sushi!) and very good. Delivered on time and just as it was handed to the driver afaik. Thanks Davis Sushi! Thanks driver!,Positive,0.8271
The quality and quantity of the food was very good I would recommend it to others,Positive,0.6597
Some items are not edible because of poor quality,Negative,-0.4767
They need to open earlier so that I don't eat so late,Neutral,0.0
It wasn't what I thought it would be,Neutral,0.0
I love the food. I will order again.,Positive,0.6369
I cannot say because I received someone else's food from a different restaurant.,Neutral,0.0
It wasn't the best sushi.,Negative,-0.5216
"Very good, larger than expected portion sizes",Positive,0.4404
"Generally the food is normally decent quality and the price is good. However, in this most recent order, there was no wasabi in my order. Which I love and one of the main reasons I get sushi. I messaged the driver to see if maybe it had fallen out in his car, he responded and said “no” and when I asked him to please bring some, he ignored my message. That was very disappointing.",Positive,0.34
Very good food. Fast delivery.,Positive,0.4404
affordable and food service,Neutral,0.0
"Low quality, cheap sushi. Egg rolls had no filling! No brown rice option. It's a buffet restaurant and probably struggling in pandemic",Negative,-0.5994
"It was good, servings were bigger than expected, which was a nice surprise!",Positive,0.7783
Amazing local mom and pop shop!!,Positive,0.5859
It was just okay. The wait was long (after already waiting through grub hub) the food was put together really bad. The sushi fell apart as soon as I tried picking them up.,Negative,-0.4391
There were bits of plastic wrap in my food.,Neutral,0.0
Consistently excellent food and service.,Positive,0.5719
"10/10 would recommend! Their menu has a bunch of sushi options, and their sushi is always delicious! I've ordered from them so many times that this time they sent along a free soda for me! It was a ""melon creamy soda"" from Japan, and it was also delicious!",Positive,0.9217
"The sushi was really tasty and the delivery person, Kai, was excellent!",Positive,0.5719
Food was good but the order was missing a roll. Delivery is almost always later than originally stated.,Positive,0.1779
Food was very good!,Positive,0.4404
Very good and reasonably priced.,Positive,0.4404
Delivery was quick so the sushi was still good! I enjoyed it,Positive,0.7351
"Good food for inexpensive sushi. Not the best sushi I’ve EVER had, but it hit the spot after a long time of not having sushi. I was hesitant to order any raw fish since the weather has been hot as of late, so the non-raw rolls were only what I was comfortable ordering.",Positive,0.8555
"Food was good, but they sent the order 30 minutes late.",Positive,0.4404
"Great food, and large portion sizes. The salmon is tasty!",Positive,0.6249
Flavors were good but the food was cold and it took almost two hours from order to delivery.,Positive,0.4404
Not authentic but absolutely slaps,Positive,0.2247
Food is amazing but I would say it’s super salty. The chicken soup is so salty and so was the birria fried rice.,Positive,0.8271
"Food was great. Everything was ready. Unfortunately, utensils weren't included although requested.",Positive,0.6369
The food was very good. Fresh. Tasty.,Positive,0.6369
Red88 is fantastic,Positive,0.5574
"Seems fine.  The drive took 56 minutes to come 10 minutes though.  I even called and said he was going the wrong way, and it still took 20 minutes after that.  He went all over town first.",Negative,-0.3182
The restaurant is great. Just wish food had arrived in the proper time frame,Positive,0.7783
We asked for noodles with bokchoy and without sprouts. We got the opposite.,Neutral,0.0
Food is delicious as always,Positive,0.5719
Food was excellent!,Positive,0.5719
It just took over an hour to get my food which was a bummer,Negative,-0.3818
The food is always delicious!,Positive,0.5719
New and very good,Positive,0.4404
Grubhub driver was very nice 🙃,Positive,0.4215
"We always get the chicken soup. Tonight we decided to add the potstickers. Everything tasted amazing, delivery was on time. Great customer service thank you.",Positive,0.886
"We ordered the chicken noodle soup tonight and it was amazing and our driver ""delivered."" It was on time and delicious.",Positive,0.8176
"Food was delayed. Took an hr and a half. Food portions were smaller from before. I understand things cost more but the prices of the food are already higher than usual so isnt that accounted for? If not, then i think prices should increase versus making portions smaller + increase in prices.",Positive,0.4019
The food was good,Positive,0.4404
"The food  was great! We always get the chicken noodle soup, the whole family loves it especially when we are a little under the weather. 5 stars 😀",Positive,0.8519
Very good although I wish they could profit more through grubhub,Positive,0.8176
Excellent food and good variety,Positive,0.765
Great! Love the food,Positive,0.8519
It was great!,Positive,0.6249
the food was great (asian style fries are amaaaaazing) and i'll def eat there again,Positive,0.3182
gr8t food n drinks,Neutral,0.0
"The food was good, but it was a bummer that they forgot to put in the silverware and the driver didn't check....",Positive,0.0772
Think the noodles were a little greasy and not much chicken. The pig fries were good!,Positive,0.4404
Good vegan options!!,Positive,0.4404
The potatoes were hard and the portions were small,Negative,-0.1027
The driver was great. He called us about 10 minutes before our expected delivery time to tell us that the restaurant had yet to start our food. That part was pretty disappointing.,Positive,0.6249
Absolute worst. The email says my order is delivered but it wasn't. There is no picture or text sent to me that the order was delivered. I tried to call Grubhub but they were having technical difficulty. I wasted my 17 dollars I even tipped the driver which I shouldn't have.,Negative,-0.8658
"Food was Delicious and hot and ready when we arrived to pick it up! Crab Wontons are Yummy, would Recommend. Pot Stickers are on point. We also tried the, Spicy BBQ pork Ramen (if you get it as a noddle dish and not the ramen, it is good just doesnt pack as much flavor as expected), as well as the Red 88 Fried Rice, which was by far the best item we ordered. If your looking for a Asian Style meal in the area, Red 88 Noodle Bar Will not Disappoint.",Positive,0.9559
"Love it. Good variety of Asian-style cuisines, and unique amongst what's around",Positive,0.7964
Third time ordering from Red 88 - we love it!,Positive,0.6369
Always a great place to order when I am in Sacramento.,Positive,0.6249
"Great, but I was missing my utensils to eat the food.",Positive,0.4404
Great vegan restaurant!  Thank you!,Positive,0.765
It was delicious!,Positive,0.5719
Delicious food! Perfectly packaged!,Positive,0.836
Good restaurant. Will order again.,Positive,0.4404
The food is so good! Such a great vegan option here!,Positive,0.7906
Food was delicious! Delivery was on time and courteous.,Positive,0.7906
"Delicious food, thoughtfully packaged",Positive,0.7506
It was fun to get to eat vegan food that isn't traditionally vegan.,Positive,0.5106
Excellent service and food,Positive,0.5719
Wish there was some chili oil or spicy sauce with the order. Did not finish the Hot & Sour soup. It had too much vinegar and smelled strange. Everything else was very good.,Positive,0.5859
Delicious vegan food.,Positive,0.5719
I love it,Positive,0.6369
Food was very good,Positive,0.4404
"Coconut curry tasted watered down and had no flavor 

Ham fried rice was good 

We asked for utensils and didn’t receive any. It would have been nice to have sauces as well to punch up some of the lacking flavors from the food.",Positive,0.3956
My favorite vegan restaurant.,Positive,0.4588
It very flavorful,Neutral,0.0
This was a great transaction and I am appreciative of the full process but want to make sure to say THANK YOU to the driver for making sure that the delivery went smooth. The food was tasty and enjoyed immensely.,Positive,0.9545
It's great vegan food,Positive,0.6249
The customer was great and the food was ready quickly!,Positive,0.765
Love it. One of my all time favorites.,Positive,0.802
I was unable to eat the food because the request for utensils was missed (and I checked off the box).  Staying in a local hotel and I don't typically pack utensils in my luggage.  What a bust and lack of service.  Would not use Vegan Deadly Sins or Grubhub customer service assistance because that is a total waste of your time!,Negative,-0.872
I love that everything is vegan.,Positive,0.6369
It was delicious,Positive,0.5719
"Fresh ingredients, delicious dishes and always good",Positive,0.836
Great vegan and gluten free options. Fresh produce used.,Positive,0.8658
Great choice for vegans,Positive,0.6249
Very fresh and cooked perfectly.,Positive,0.7579
"I hadcthe General Tao Chicken Tso Chicken,. and it was better than I expected.",Positive,0.4404
It is great that it has a gluten-free part of menu. I wish grub hub had a list of restaurants that have gluten free menu sections.,Positive,0.8779
Always love the complimentary sesame balls they give out,Positive,0.7964
So good! Will definitely order from here again:,Positive,0.6808
The only issue was the driver left my food on the ground and did not bother to ring the bell!!,Negative,-0.34
"Good food, tasted great.",Positive,0.7906
Food was cold and unedible,Neutral,0.0
They have great savory food.,Positive,0.6249
"Food was excellent but when it was delivered, it was somewhat of a mess. We ordered sushi (obviously) but when we opened the packages, the food and sauces were all over the place. As if the food fell over.",Positive,0.3597
Got both vegetarian roll and they were alright. Wasn't a fan of the mushrooms on the farm to and some of my 24 carrot pieces were almost all rice.,Neutral,0.0098
The food was terrible we couldn't eat it. Please refund.,Negative,-0.6202
It's always great,Positive,0.6249
"Really loved the unique sushi selection at WeDaShii! Our favorites were the veggie roll with garlic aioli, the rice-free roll and the Phili Roll. Also loved the quality and quantity of the vegetable tempura.  If you are a mushroom fan you will love the veggie tempura selection.",Positive,0.9577
Food was to be ready 7:25-7:35. Got there by 7:20 and was told it’d be 10 min. but ended up waiting 35 min. There were no updates from the staff.,Positive,0.3612
Good food fresh,Positive,0.6369
"The rolls were messy and falling apart, the presentation nor appealing and the Rolls were thrown everywhere",Negative,-0.4767
Food wasn't good,Negative,-0.3412
Food wasn't good today,Negative,-0.3412
Pretty good but the beef was frozen solid and I needed to microwave it,Positive,0.7717
They forgot my extra egg roll but the food is so good I'll forgive them,Positive,0.296
Food was super yummy!! Best pho I’ve had in a while.,Positive,0.91
"The driver was late and the food was cold. The restaurant was one time. But the driver seemed to spend an awful lot of time in Davis in one area, which gives the impression of him picking up another order.",Negative,-0.2732
I found a short hair in the soup.,Neutral,0.0
"Classic pho, broth is rich and delicious. Delivery was smooth and fast.",Positive,0.8074
"Love pho, their broth is so good.",Positive,0.7964
Everything was good except the fried chicken wings on the appetizer menu. They were overcooked to the point where they were very hard and super crispy and dried out all the way to the bone. I will try this restaurant again just not the chicken wings.,Positive,0.7506
"Good stuff, as usual.",Positive,0.4404
"Delicious, but food was barely warm still. It was soup.",Positive,0.6494
Wait way too long,Neutral,0.0
Good food that's reasonably priced :),Positive,0.4404
Food was pretty tasty although the meat is a little bit overcooked and dry. They also forgot to include the extra eggroll I ordered.,Positive,0.4939
It was very good,Positive,0.4404
Always has great food !,Positive,0.6249
Good but sometimes they skimp on the greenery,Positive,0.4404
I like Jack's Urban Eats. I eat there often,Positive,0.3612
I want a refund,Positive,0.0772
The restaurant is great 👍,Positive,0.6249
So consistently great!,Positive,0.6249
It's good. Fries should be chrisper,Positive,0.4404
Overpriced and small portion,Neutral,0.0
Consistently good food.,Positive,0.4404
"Excellent restaurant, friendly service, good and filling food.",Positive,0.8689
There was no chicken and the chicken salad I ordered,Neutral,0.0
Fine but Grubhub did not apply my coupon code,Positive,0.2023
The food wasn't as good as usual so it was disappointing,Positive,0.0572
"Ordered chicken club, but received turkey club instead 😕. Salad was good though 👍🏼",Positive,0.4404
Good restaurant. Generally excellent food. Tri tip was disappointing.,Positive,0.5267
"Disappointed in this order. Food was made improperly plus o ordered a coke and received a Diet Coke instead, which is annoying because they charge over $4 for the soda and I didn't get what I wanted",Negative,-0.7003
Food was excellent,Positive,0.5719
Generally the food is good. Todays order was incorrect such as the cheese on the broccoli that we had asked not be included. Then the driver rang our doorbell even though we asked for contactless which made the dog bark and caused general chaos in our house as we were trying to work,Negative,-0.2023
I ordered for a friend d recovering from surgery so I didn't eat the food,Positive,0.4939
The food was delicious!,Positive,0.5719
I love the food from jacks urban eats. It's consistently good,Positive,0.7964
The driver didn't ring the doorbell as requested. I have no idea how long my food sat outside. Good thing I did not order a hot meal!,Positive,0.4404
"It's ok, not our favorite",Positive,0.6369
Delicious fresh and healthy bowl,Positive,0.8271
The fries were wet and soggy instead of being crispy. The sauce was bad and there was barely and chili sauce. This is usually one of my favorite foods ever. Never again the food was so bad,Negative,-0.6124
Great tasting food!,Positive,0.6249
The urban fries (one of the two items I ordered) came completely cold,Neutral,0.0
Great and fast,Positive,0.6249
Love the restaurant sorry they didn't make the sandwich the way we ordered it. The food is quality and tasty.,Positive,0.5994
It was fine,Positive,0.2023
I flipping LOVE it!!!,Positive,0.6697
Good food and prepared according to our request!,Positive,0.5859
It is very good,Positive,0.4404
The food was cold,Neutral,0.0
